year,permno,ticker,comnam,age,div12m_me,ffo_at_reit,beta,lnmcap,ret12,ret
2018,76602,PSM,PUBLIC STORAGE PROPERTIES XI INC,384.0,0.027889274,0.025107430614958,0.350778999622622,15.041360385410998,0.0794348896459646,0.0794348896459646
2019,76602,PSM,PUBLIC STORAGE PROPERTIES XI INC,396.0,0.024651567,0.0276795894679047,0.3759829236672172,15.326986041139508,0.290325247590858,0.290325247590858
2020,76602,PSM,PUBLIC STORAGE PROPERTIES XI INC,408.0,0.031496663,0.027485289890697,0.3339273021370363,15.116925051662088,-0.1679254151118118,-0.1679254151118118
2021,76602,PSM,PUBLIC STORAGE PROPERTIES XI INC,420.0,0.028686717,0.0274361481354503,0.3794857957976078,15.28704228752621,0.4581909430999873,0.4581909430999873
2022,76602,PSM,PUBLIC STORAGE PROPERTIES XI INC,426.0,0.050117034,0.0288625692720467,0.3734645709667993,15.394192997137624,0.0283908609172176,0.0283908609172176
2004,77057,NHI,NATIONAL HEALTH INVESTORS INC,168.0,0.06248721,0.0180965688311637,0.3348089020452909,13.534873138941498,0.2497883958370854,0.2497883958370854
2005,77057,NHI,NATIONAL HEALTH INVESTORS INC,180.0,0.069093995,0.0242656401830815,0.3807033755975289,13.529137218501376,-0.0492073894805771,-0.0492073894805771
2006,77057,NHI,NATIONAL HEALTH INVESTORS INC,192.0,0.06777845,0.0212465672036228,0.403096230893864,13.561697278456265,0.3782791143039741,0.3782791143039741
2007,77057,NHI,NATIONAL HEALTH INVESTORS INC,204.0,0.07895513,0.0317602320954871,0.6405701675774332,13.666460845960552,-0.0705330518625778,-0.0705330518625778
2008,77057,NHI,NATIONAL HEALTH INVESTORS INC,216.0,0.09951287,0.0451642994217092,0.6948869993008363,13.624736074979602,0.0650768923365827,0.0650768923365827
2009,77057,NHI,NATIONAL HEALTH INVESTORS INC,228.0,0.0815898,0.0361359887587334,0.6372298060867454,13.59834044759463,0.4540749519342715,0.4540749519342715
2010,77057,NHI,NATIONAL HEALTH INVESTORS INC,240.0,0.05828716,0.0390838583787105,0.6214417966923363,13.926363502218765,0.2876848017950106,0.2876848017950106
2011,77057,NHI,NATIONAL HEALTH INVESTORS INC,252.0,0.053810697,0.0393891605777559,0.6018200679788739,14.045740594692012,0.0378440938201452,0.0378440938201452
2012,77057,NHI,NATIONAL HEALTH INVESTORS INC,264.0,0.053978503,0.0416810277298864,0.5908035828189049,14.16915153049463,0.3519936638314205,0.3519936638314205
2013,77057,NHI,NATIONAL HEALTH INVESTORS INC,276.0,0.047712952,0.0345069329425621,0.6240359109094681,14.372190466782746,0.0454362709422244,0.0454362709422244
2014,77057,NHI,NATIONAL HEALTH INVESTORS INC,288.0,0.044963364,0.0255205196327745,0.5798152385107739,14.554772597118756,0.3098018351989435,0.3098018351989435
2015,77057,NHI,NATIONAL HEALTH INVESTORS INC,300.0,0.048922498,0.0215546765553975,0.5533258826385116,14.691027054025817,-0.0816843689778185,-0.0816843689778185
2016,77057,NHI,NATIONAL HEALTH INVESTORS INC,312.0,0.048076954,0.023849498974151,0.5723377998922213,14.834942126674951,0.2795316692732581,0.2795316692732581
2017,77057,NHI,NATIONAL HEALTH INVESTORS INC,324.0,0.047455937,0.0229490298418656,0.493899424082946,14.947987478543393,0.068080957135536,0.068080957135536
2018,77057,NHI,NATIONAL HEALTH INVESTORS INC,336.0,0.0529819,0.0218960753477061,0.4129751957522713,14.928625921876671,0.0581544398045383,0.0581544398045383
2019,77057,NHI,NATIONAL HEALTH INVESTORS INC,348.0,0.050161984,0.020798509337106,0.3546889615583204,15.06025972563505,0.1363198026930743,0.1363198026930743
2020,77057,NHI,NATIONAL HEALTH INVESTORS INC,360.0,0.0684753,0.0199135242389437,0.7181843082375842,14.843925704338051,-0.0858980250229809,-0.0858980250229809
2021,77057,NHI,NATIONAL HEALTH INVESTORS INC,372.0,0.066538304,0.0191766086529411,0.8302773006469,14.866076602960966,-0.1172361728317445,-0.1172361728317445
2022,77057,NHI,NATIONAL HEALTH INVESTORS INC,384.0,0.06401008,0.0174722280923602,0.8155138511879353,14.771526073657268,-0.032545229880991,-0.032545229880991
2023,77057,NHI,NATIONAL HEALTH INVESTORS INC,396.0,0.06881408,0.0159398131429675,0.8378484805117252,14.649278067168256,0.1444229250793982,0.1444229250793982
2024,77057,NHI,NATIONAL HEALTH INVESTORS INC,408.0,0.052071672,0.0188219885913663,0.9074836548252212,14.931422749788526,0.3059468392603977,0.3059468392603977
2004,77129,KIM,KIMCO REALTY CORP,168.0,0.04478654,0.0208123686322895,0.0540358914926428,15.522798660746409,0.3566666254720936,0.3566666254720936
2005,77129,KIM,KIMCO REALTY CORP,180.0,0.04039415,0.0211952566883239,0.1314028590906304,15.713917540052265,0.1533290384118548,0.1533290384118548
2006,77129,KIM,KIMCO REALTY CORP,192.0,0.032142457,0.020279305591476,0.3218371779212156,16.067396682263325,0.4486808276829737,0.4486808276829737
2007,77129,KIM,KIMCO REALTY CORP,204.0,0.03243074,0.0208376080173038,0.453602120597568,16.20876835704169,-0.159268422807646,-0.159268422807646
2008,77129,KIM,KIMCO REALTY CORP,216.0,0.054213937,0.0175590081643242,0.7837618095207651,15.885556726446287,-0.4643254365373856,-0.4643254365373856
2009,77129,KIM,KIMCO REALTY CORP,228.0,0.11149662,0.012405144292567,1.569713140141679,15.182434298273016,-0.2153119250040741,-0.2153119250040741
2010,77129,KIM,KIMCO REALTY CORP,240.0,0.039018765,0.0074609066235927,1.6143428307512693,15.627554663667446,0.3891718316680652,0.3891718316680652
2011,77129,KIM,KIMCO REALTY CORP,252.0,0.037457313,0.0124110337578585,1.581948686193823,15.797030190401635,-0.0625348292927178,-0.0625348292927178
2012,77129,KIM,KIMCO REALTY CORP,264.0,0.038901865,0.013483592313893,1.579022806136311,15.871629914536207,0.2384184235815369,0.2384184235815369
2013,77129,KIM,KIMCO REALTY CORP,276.0,0.03793925,0.0129962022356194,1.648778310542194,15.983850717308806,0.0630592649000119,0.0630592649000119
2014,77129,KIM,KIMCO REALTY CORP,288.0,0.038069375,0.0140978198944143,1.2288002418452535,16.063811525264367,0.3223027873525474,0.3223027873525474
2015,77129,KIM,KIMCO REALTY CORP,300.0,0.03725516,0.014427280429804,1.0145419195749317,16.157256277931243,0.0933725135945073,0.0933725135945073
2016,77129,KIM,KIMCO REALTY CORP,312.0,0.03529263,0.0142442812015457,0.7435170061536422,16.28494602348116,-0.0131233456892414,-0.0131233456892414
2017,77129,KIM,KIMCO REALTY CORP,324.0,0.053132445,0.0122502222788341,0.3907582108535765,15.957340645289696,-0.2367505133209316,-0.2367505133209316
2018,77129,KIM,KIMCO REALTY CORP,336.0,0.07030573,0.0142672779377114,0.3081465561457427,15.715246790837062,-0.1324925958603,-0.1324925958603
2019,77129,KIM,KIMCO REALTY CORP,348.0,0.059165005,0.0136432161021496,0.5140181403047313,15.8967964529664,0.4964001549369692,0.4964001549369692
2020,77129,KIM,KIMCO REALTY CORP,360.0,0.07411719,0.0137377913566589,1.0641015664454676,15.514054759533115,-0.2420647848341236,-0.2420647848341236
2021,77129,KIM,KIMCO REALTY CORP,372.0,0.025993625,0.0104986344718431,1.4457387666404995,16.157104385651984,0.6959370887412724,0.6959370887412724
2022,77129,KIM,KIMCO REALTY CORP,384.0,0.032018077,0.0120495509487934,1.3765220945433272,16.43732993642495,-0.10532764598999,-0.10532764598999
2023,77129,KIM,KIMCO REALTY CORP,396.0,0.046211492,0.013543403863446,1.3512950830034085,16.31001054436045,0.0594587659845398,0.0594587659845398
2024,77129,KIM,KIMCO REALTY CORP,408.0,0.0461136,0.0135014325004518,1.3741953926959882,16.48382412126065,0.1504318612781785,0.1504318612781785
2004,77239,RLIN,ROYALE INVESTMENTS INC,168.0,0.03507893,0.0156155728852947,0.1392829638033875,13.622843288594922,0.4508264870084475,0.4508264870084475
2005,77239,RLIN,ROYALE INVESTMENTS INC,180.0,0.0319488,0.0137593894745061,0.1827589788960991,13.95569681073262,0.2530494239022127,0.2530494239022127
2006,77239,RLIN,ROYALE INVESTMENTS INC,192.0,0.0239992,0.0122788213328807,0.4148257183401083,14.422044947908098,0.4570963112047423,0.4570963112047423
2007,77239,RLIN,ROYALE INVESTMENTS INC,204.0,0.028203396,0.0112193742975187,0.5952275396483447,14.492086005258592,-0.3548497959560163,-0.3548497959560163
2008,77239,RLIN,ROYALE INVESTMENTS INC,216.0,0.03874296,0.0114182001818874,0.8997287548205409,14.334213641530107,0.0155554551807046,0.0155554551807046
2009,77239,RLIN,ROYALE INVESTMENTS INC,228.0,0.044932146,0.0138230808396121,0.8342152616016634,14.371247477783257,0.2528071441786088,0.2528071441786088
2010,77239,RLIN,ROYALE INVESTMENTS INC,240.0,0.041860152,0.0125057698932169,0.815070165286261,14.595479460810814,-0.0042114999518858,-0.0042114999518858
2011,77239,RLIN,ROYALE INVESTMENTS INC,252.0,0.05346481,0.0097532610783739,0.7714266198390004,14.51647914222739,-0.3524637379861963,-0.3524637379861963
2012,77239,RLIN,ROYALE INVESTMENTS INC,264.0,0.057698116,0.0069260689031184,0.8456051143303288,14.377697487450094,0.2299436929846192,0.2299436929846192
2013,77239,RLIN,ROYALE INVESTMENTS INC,276.0,0.041334722,0.0128517834088824,0.885779146496981,14.57967503646107,-0.0087852434898989,-0.0087852434898989
2014,77239,RLIN,ROYALE INVESTMENTS INC,288.0,0.040009942,0.0168235316181444,1.0087972005987702,14.692494467161644,0.2469441465077122,0.2469441465077122
2015,77239,RLIN,ROYALE INVESTMENTS INC,300.0,0.04420802,0.0117806106479461,0.9892971681806024,14.650645807327912,-0.1939469662196413,-0.1939469662196413
2016,77239,RLIN,ROYALE INVESTMENTS INC,312.0,0.040640574,0.0169595853988437,0.9390331168831882,14.75974444968397,0.4855888329751385,0.4855888329751385
2017,77239,RLIN,ROYALE INVESTMENTS INC,324.0,0.03305795,0.0141146162724751,0.6777012280827135,14.986457134237671,-0.0326406659307443,-0.0326406659307443
2018,77239,RLIN,ROYALE INVESTMENTS INC,336.0,0.040162776,0.0149500944207498,0.6673861204737305,14.835429423425309,-0.2486943007578191,-0.2486943007578191
2019,77239,RLIN,ROYALE INVESTMENTS INC,348.0,0.038339045,0.0150040151657495,0.8805085839810508,14.947123143612025,0.4525343721939103,0.4525343721939103
2020,77239,RLIN,ROYALE INVESTMENTS INC,360.0,0.04362556,0.0151799765892014,0.8358695287705863,14.856582639556043,-0.0713203305497938,-0.0713203305497938
2021,77239,RLIN,ROYALE INVESTMENTS INC,372.0,0.040327523,0.0098208784924894,0.808945339812044,14.934928406948872,0.1163505508293394,0.1163505508293394
2022,77239,RLIN,ROYALE INVESTMENTS INC,384.0,0.041593898,0.0121233611647603,0.8017896154798533,14.90586937413638,-0.0325930760128022,-0.0325930760128022
2023,77239,RLIN,ROYALE INVESTMENTS INC,396.0,0.045650806,0.0163497327861856,0.838518566859051,14.83080887485812,0.0353089274331321,0.0353089274331321
2024,77239,RLIN,ROYALE INVESTMENTS INC,408.0,0.042601764,0.0168112687159536,0.7956857555727517,14.940652972850964,0.260644870811564,0.260644870811564
2004,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,156.0,0.04733183,0.0186725010864411,0.8058347330281626,13.07742210655771,0.3571003186792847,0.3571003186792847
2005,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,168.0,0.061878737,0.0193474411446258,1.127764229533168,13.36342528929874,0.1440511665101724,0.1440511665101724
2006,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,180.0,0.0596157,0.0207759028784984,1.0661458703680136,13.641016497456762,0.5061032345254795,0.5061032345254795
2007,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,192.0,0.061523687,0.0206767637327315,1.2336938278600116,13.887448962727582,-0.0310388256865241,-0.0310388256865241
2008,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,204.0,0.06499135,0.0194165045519948,1.2000337032383284,14.024579023446558,0.0688253285248674,0.0688253285248674
2009,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,216.0,0.07291661,0.020071969793381,0.8019274918468605,14.093578094436747,0.3150457545384235,0.3150457545384235
2010,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,228.0,0.058411714,0.0194654920195058,0.7315923143277608,14.470575770162451,0.2311166725575177,0.2311166725575177
2011,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,240.0,0.07235407,0.0152790900539224,0.7256823765290895,14.528058529047325,-0.0701514859169227,-0.0701514859169227
2012,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,252.0,0.07144252,0.0218014637800583,0.7340851890953976,14.690135712514213,0.3285456188012832,0.3285456188012832
2013,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,264.0,0.057127576,0.0215878440891547,0.7584283555699356,15.085399455465112,0.3273693268990021,0.3273693268990021
2014,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,276.0,0.053457245,0.0244119090691821,0.7427417365587434,15.320355288118432,0.3878431669494724,0.3878431669494724
2015,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,288.0,0.049309622,0.0211113450936128,0.7143330896643113,15.644767086816428,-0.0521827810401475,-0.0521827810401475
2016,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,300.0,0.06664577,0.0159454870067179,0.6130051197287,15.655852902201012,-0.0405103951709066,-0.0405103951709066
2017,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,312.0,0.078948215,0.0194394858317911,0.4246851654904047,15.627473503764596,-0.0451016152592866,-0.0451016152592866
2018,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,324.0,0.0857068,0.0116281538350262,0.4086399899715423,15.621699484727438,0.3974976601575977,0.3974976601575977
2019,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,336.0,0.065443814,0.0170092847954517,0.4532281805876469,15.930145459973374,0.2897477862962263,0.2897477862962263
2020,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,348.0,0.081140526,0.0178402401827599,0.7938459263928968,15.806007044499871,-0.0690318365007006,-0.0690318365007006
2021,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,360.0,0.074934974,0.014110117669998,0.8974978152753709,15.888724937843136,-0.1196715518519355,-0.1196715518519355
2022,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,372.0,0.09264285,0.0167146261532349,0.8835226359596203,15.763214516792196,0.0351634231278112,0.0351634231278112
2023,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,384.0,0.087894134,0.0115520625809811,0.8463218342257147,15.790427793554324,0.2004880568928742,0.2004880568928742
2024,77857,OHI,OMEGA HEALTHCARE INVESTORS INC,396.0,0.07168449,0.0161786698432705,0.7926885475755178,16.003396791236884,0.3324393236035039,0.3324393236035039
2004,78089,TCO,TAUBMAN CENTERS INC,168.0,0.043785553,0.0056428731822668,0.2724965098274615,14.015085602834,0.5166761820055763,0.5166761820055763
2005,78089,TCO,TAUBMAN CENTERS INC,180.0,0.035033267,0.0012786547089089,0.3709285347780285,14.281015013343664,0.2029832434706766,0.2029832434706766
2006,78089,TCO,TAUBMAN CENTERS INC,192.0,0.027694734,0.0066581273441003,0.5572657415278884,14.620448345126023,0.5066496801783207,0.5066496801783207
2007,78089,TCO,TAUBMAN CENTERS INC,204.0,0.026241077,0.006109919409585,0.6355095279927699,14.87353882873064,-0.0041211989624662,-0.0041211989624662
2008,78089,TCO,TAUBMAN CENTERS INC,216.0,0.039009567,0.0124983068549316,0.8401082849640704,14.64469810112454,-0.4608769245319882,-0.4608769245319882
2009,78089,TCO,TAUBMAN CENTERS INC,228.0,0.066096894,0.0066568313249942,1.3146678274244148,14.139356464304838,0.5013152068767341,0.5013152068767341
2010,78089,TCO,TAUBMAN CENTERS INC,240.0,0.03990223,0.0036485797499633,1.3993236803446305,14.637026685330715,0.4671536224649542,0.4671536224649542
2011,78089,TCO,TAUBMAN CENTERS INC,252.0,0.03214469,0.0176348278662151,1.3826893152567712,15.002822960126217,0.2693425270455352,0.2693425270455352
2012,78089,TCO,TAUBMAN CENTERS INC,264.0,0.023447165,0.0347244970294726,1.3620327165877686,15.319555162447452,0.2986410364881617,0.2986410364881617
2013,78089,TCO,TAUBMAN CENTERS INC,276.0,0.025896415,0.023430241428863,1.369303439762474,15.349282318901126,-0.1648245737231723,-0.1648245737231723
2014,78089,TCO,TAUBMAN CENTERS INC,288.0,0.033426765,0.0238127578720913,1.071853867321265,15.354354267860396,0.3069325419349391,0.3069325419349391
2015,78089,TCO,TAUBMAN CENTERS INC,300.0,0.09155183,0.0200184859864494,0.7444436448491917,15.328061512477412,0.0353533940399226,0.0353533940399226
2016,78089,TCO,TAUBMAN CENTERS INC,312.0,0.031883765,0.0209366153331555,0.5948786779207355,15.298895780897416,-0.0047398681216119,-0.0047398681216119
2017,78089,TCO,TAUBMAN CENTERS INC,324.0,0.04114782,0.0215833934498338,0.2938018788395807,15.0997135756227,-0.0771732654037165,-0.0771732654037165
2018,78089,TCO,TAUBMAN CENTERS INC,336.0,0.044938084,0.0184019460589651,0.3635410225966964,15.060823530539777,-0.2706710644618866,-0.2706710644618866
2019,78089,TCO,TAUBMAN CENTERS INC,348.0,0.06436529,0.0187116752262588,0.6110916478553129,14.756770761643216,-0.2692396856117578,-0.2692396856117578
2020,78089,TCO,TAUBMAN CENTERS INC,359.0,0.05589753,0.0164514440669309,0.1979609427649532,14.677425804570111,0.396290992823465,0.396290992823465
2004,78927,SITC,SITE CENTERS CORP,168.0,0.044359248,0.0179869360769539,0.0932034992138716,15.111886274488851,0.3874037968867319,0.3874037968867319
2005,78927,SITC,SITE CENTERS CORP,180.0,0.045173313,0.0130725014090468,0.2335938196089807,15.380427199076356,0.1120073227730213,0.1120073227730213
2006,78927,SITC,SITE CENTERS CORP,192.0,0.040689785,0.0137235924856974,0.3858065003094396,15.617006433453128,0.3961007219687085,0.3961007219687085
2007,78927,SITC,SITE CENTERS CORP,204.0,0.045010988,0.0124369356583104,0.5884289931926939,15.72653076535673,-0.3593857425193796,-0.3593857425193796
2008,78927,SITC,SITE CENTERS CORP,216.0,0.15563102,0.0126233394013511,1.0397221434893646,14.88535455876241,-0.6042861370447684,-0.6042861370447684
2009,78927,SITC,SITE CENTERS CORP,228.0,0.24983823,0.0074624459922862,2.2274894983437217,13.656795512246248,1.0233536316810323,1.0233536316810323
2010,78927,SITC,SITE CENTERS CORP,240.0,0.012486576,-0.003411091874478,2.408805983927928,14.844390861519528,0.5319908289416007,0.5319908289416007
2011,78927,SITC,SITE CENTERS CORP,252.0,0.009525144,0.0045131242995389,2.37717588544129,15.0991911084332,-0.1208040583424043,-0.1208040583424043
2012,78927,SITC,SITE CENTERS CORP,264.0,0.022924103,0.0064564595737155,2.2830734792791723,15.278942100923835,0.328338928786468,0.328338928786468
2013,78927,SITC,SITE CENTERS CORP,276.0,0.02889405,0.0105963814374003,2.32084293725392,15.528487941448192,0.0144735662361537,0.0144735662361537
2014,78927,SITC,SITE CENTERS CORP,288.0,0.032442737,0.0104928730107859,1.5997555777884431,15.645025418774376,0.2380623486461812,0.2380623486461812
2015,78927,SITC,SITE CENTERS CORP,300.0,0.038504284,0.0074762563023538,1.1444598351768416,15.62915841488062,-0.0438498334971415,-0.0438498334971415
2016,78927,SITC,SITE CENTERS CORP,312.0,0.04209541,0.0123534698104046,0.8536876072485665,15.650141596733045,-0.0522022913231895,-0.0522022913231895
2017,78927,SITC,SITE CENTERS CORP,324.0,0.076923884,0.010929941400443,0.6311065048529173,15.124317873711014,-0.36602674919751,-0.36602674919751
2018,78927,SITC,SITE CENTERS CORP,336.0,0.10183234,0.0088482408814217,0.609109275064944,14.775627673366102,-0.1779415414197139,-0.1779415414197139
2019,78927,SITC,SITE CENTERS CORP,348.0,0.06566488,0.0116865188539212,0.7853733178643617,14.75200401386953,0.3406145075738058,0.3406145075738058
2020,78927,SITC,SITE CENTERS CORP,360.0,0.07908293,0.012946802663531,1.3428056462750042,14.238194725149318,-0.2468988816964963,-0.2468988816964963
2021,78927,SITC,SITE CENTERS CORP,372.0,0.01936262,0.0109647462599564,1.754902481469716,14.930431458106897,0.6139462127895212,0.6139462127895212
2022,78927,SITC,SITE CENTERS CORP,384.0,0.03544381,0.0157878349187315,1.6650052911453208,14.912802866239014,-0.1028906162078008,-0.1028906162078008
2023,78927,SITC,SITE CENTERS CORP,396.0,0.04170272,0.0152549154430024,1.5614213474177248,14.811210243042291,0.0510332331312521,0.0510332331312521
2024,78927,SITC,SITE CENTERS CORP,408.0,0.06370472,0.0143485638700142,1.589584549577584,14.592162783575455,0.0417618487425128,0.0417618487425128
2004,78931,CRE,CARRAMERICA REALTY CORP,156.0,0.062378645,0.0143331706320004,0.1408437498752335,14.348387984991362,0.1795099062224778,0.1795099062224778
2005,78931,CRE,CARRAMERICA REALTY CORP,168.0,0.05761954,0.0128236212531605,0.2419812613161447,14.462443848932963,0.1120750446955116,0.1120750446955116
2006,78931,CRE,CARRAMERICA REALTY CORP,174.0,0.045602575,0.0111118799105974,0.4911320205144536,14.735834484682988,0.31685653374659,0.31685653374659
2004,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,156.0,0.2551087,0.0051736253741822,-0.0099696908130897,13.548704786610967,0.1773229842983001,0.1773229842983001
2005,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,168.0,0.0017803829,0.0012900574051367,0.0529925174831633,13.742191988179409,0.2478409945446726,0.2478409945446726
2006,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,180.0,0.00404161,0.0022942795038146,0.2903105878730315,13.912627717760202,0.2308285325905668,0.2308285325905668
2007,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,192.0,0.008619155,0.0065107857103011,0.5054694509671828,14.026346502420756,-0.1510213145530218,-0.1510213145530218
2008,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,204.0,0.0153209865,0.0115284981298667,0.7099660731946947,13.924599768896307,-0.1451518924858348,-0.1451518924858348
2009,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,216.0,0.02080577,0.0124047321063819,0.7448227602704218,13.953156368848225,0.350739600290596,0.350739600290596
2010,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,228.0,0.021923281,0.0134282725280136,0.724286306623041,14.29317751005769,0.1336508260601099,0.1336508260601099
2011,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,240.0,0.019586286,0.015270089134228,0.701758906183605,14.592243351875206,0.2214297743904913,0.2214297743904913
2012,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,252.0,0.022581732,0.0128902264129311,0.6499408686225169,14.853384700369707,0.0351098511397742,0.0351098511397742
2013,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,264.0,0.025048777,0.0156570676680326,0.621402905490605,14.945912497383466,0.1063601538986429,0.1063601538986429
2014,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,276.0,0.025594184,0.014382135351188,0.5021897974590184,15.12326440728178,0.464923718310497,0.464923718310497
2015,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,288.0,0.024348637,0.0169822747797649,0.3879414091958753,15.384119872641172,0.327204317130549,0.327204317130549
2016,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,300.0,0.021543754,0.0208805665043397,0.2157059556379982,15.648068221827453,0.1061256707440756,0.1061256707440756
2017,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,312.0,0.021306923,0.0223899433737047,0.0184584657244473,15.805964240291347,0.2636024545165822,0.2636024545165822
2018,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,324.0,0.022152184,0.0235008887187331,-0.0501201117171102,15.919811858898512,0.1170400700235887,0.1170400700235887
2019,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,336.0,0.01837292,0.0246173498748181,0.0929073494857404,16.242563236744658,0.4776341673250199,0.4776341673250199
2020,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,348.0,0.020450363,0.0248110135077072,0.273398088162906,16.259585757226404,-0.0794824727987172,-0.0794824727987172
2021,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,360.0,0.018935194,0.0233213006275195,0.2966794712636385,16.42833273328723,0.4104522211379673,0.4104522211379673
2022,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,372.0,0.021624072,0.0248214984773418,0.3878337043119242,16.396042475120677,-0.2451019616389033,-0.2451019616389033
2023,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,384.0,0.025167622,0.0239674718724919,0.4806349061616721,16.35311048158477,0.1211793614703353,0.1211793614703353
2024,78947,MHC,MANUFACTURED HOME COMMUNITIES IN,396.0,0.027292432,0.0252987041710545,0.5140661272794987,16.350853365618775,-0.0285668468974272,-0.0285668468974272
2010,79129,GGP,G G P INC,228.0,0.002727534,0.0045776782183368,2.301910805776667,15.596992151149834,0.2285723923964935,0.2285723923964935
2011,79129,GGP,G G P INC,240.0,0.033505764,0.0053997583105366,2.28163722959114,16.487630114117803,-0.004933865842826,-0.004933865842826
2012,79129,GGP,G G P INC,252.0,0.022516662,0.0054267692175805,2.2247976116287225,16.65093096817733,0.3883433223951269,0.3883433223951269
2013,79129,GGP,G G P INC,264.0,0.022278128,0.0107081377916088,2.1519740071801965,16.761605179289663,0.0358009529699117,0.0358009529699117
2014,79129,GGP,G G P INC,276.0,0.023869308,0.0115282260746233,1.9487510640333128,16.86463551005333,0.437017088613288,0.437017088613288
2015,79129,GGP,G G P INC,288.0,0.024142608,0.0128028139587534,0.9454881628183486,17.00654916247932,-0.0075914804367901,-0.0075914804367901
2016,79129,GGP,G G P INC,300.0,0.027734512,0.0152583550355179,0.7122721391824278,17.01546322504729,-0.0447486046983512,-0.0447486046983512
2017,79129,GGP,G G P INC,312.0,0.04785593,0.0156892146803124,0.3685000631029863,16.817541384562723,-0.0249975295957052,-0.0249975295957052
2018,79129,GGP,G G P INC,324.0,1.2341784,0.016169655991663,0.500420210551054,15.935114025084728,-0.2043815591194792,-0.2043815591194792
2019,79129,GGP,G G P INC,336.0,2.1498792,0.017427644769265,0.7343694834532507,14.275794122222113,0.2273688521929702,0.2273688521929702
2020,79129,GGP,G G P INC,348.0,0.13604394,0.0081988466706807,1.1758964585373208,13.368277936518869,-0.1039788935614456,-0.1039788935614456
2021,79129,GGP,G G P INC,354.0,0.08322599,0.0050400444146921,1.2303327431493625,13.454616404418116,0.2883267449023468,0.2883267449023468
2004,79233,HR,HEALTHCARE REALTY TRUST INC,144.0,0.06250959,0.0159091908780956,0.2070373702017437,14.374360089475616,0.215469107191262,0.215469107191262
2005,79233,HR,HEALTHCARE REALTY TRUST INC,156.0,0.068331175,0.0124848137649517,0.3264617040936939,14.400226500179036,-0.1234951306926717,-0.1234951306926717
2006,79233,HR,HEALTHCARE REALTY TRUST INC,168.0,0.072274886,0.011752113830269,0.5184866362316337,14.374413391080044,0.2767952630476218,0.2767952630476218
2007,79233,HR,HEALTHCARE REALTY TRUST INC,180.0,0.21094252,0.0113103160398432,0.7644705850482728,14.189843097706053,-0.2175324655537994,-0.2175324655537994
2008,79233,HR,HEALTHCARE REALTY TRUST INC,192.0,0.10585589,0.0121865705569042,0.8481252756093065,14.124127964136209,-0.0143770751809344,-0.0143770751809344
2009,79233,HR,HEALTHCARE REALTY TRUST INC,204.0,0.08125997,0.0133409519970394,0.7911595416292388,13.90009171117198,-0.0054941222505101,-0.0054941222505101
2010,79233,HR,HEALTHCARE REALTY TRUST INC,216.0,0.05880174,0.0121479635462706,0.7773250440652463,14.156357460435489,0.0416394676480098,0.0416394676480098
2011,79233,HR,HEALTHCARE REALTY TRUST INC,228.0,0.05613713,0.0087038724301827,0.7644926958944928,14.194118785893687,-0.0671861039921953,-0.0671861039921953
2012,79233,HR,HEALTHCARE REALTY TRUST INC,240.0,0.050723612,0.009854100619494,0.7576144241141941,14.42614572147864,0.361668382925568,0.361668382925568
